Start,License Number,Expdttm,Issdttm,Company,Inactive,Inactive Date
12/01/2010,365796,,11/17/2010,ARTISTICALLY YOURS,N,
,365807,,11/19/2010,PEDRO URENA,N,
03/15/2006,365829,,11/23/2010,GREGORY KALLIS,N,
,365844,,11/25/2013,CRISTIAN SOTO,N,
07/16/2004,365851,,11/25/2013,CARLISLE HOLDINGS INC,N,
06/21/2013,376955,,09/12/2013,ROBERT KUTZLER,N,
10/15/2013,376961,,09/12/2013,SR SERVICES,N,
10/01/2013,376962,,09/13/2013,TOWER 16 INC,N,
12/01/2013,376963,,09/13/2013,ON THE AVE AUTO,N,
09/16/2013,376967,,09/16/2013,JUAN RAMON SANTOS,N,
09/23/2013,376972,,09/16/2013,DZINER SHOP,N,
09/21/2013,376975,,09/16/2013,G. BASS OIL CO.INC,N,
03/01/2001,355023,,06/16/2008,TINA WRIGHT ACCOUNTING SERVICE,N,
01/03/2008,354610,,05/14/2008,STROEHMANN LINE HAUL LP,N,
12/04/2006,354715,12/06/2006,05/23/2008,ERIC GALLO-GARCIA,Y,10/21/2013
01/01/2008,354716,,05/23/2008,TOMAS INIRIO,N,
02/15/2006,354717,,05/23/2008,MIGUEL ISMAEL MARIN,N,
09/01/2007,354646,05/13/2013,05/23/2008,FLOR J GREY,Y,05/13/2013
08/01/2007,354726,,05/23/2008,GLENN DAUBERMAN II & CHARITY,N,
,354739,12/31/2008,05/27/2008,KELCHNER'S FOOD,N,
10/01/2007,354858,11/01/2013,11/27/2012,SWEEPS INC,Y,11/01/2013
06/13/2008,360538,12/09/2009,,LA COCINA PICANTE,Y,02/19/2014
06/13/2008,354907,,06/09/2008,LA COCINA PICANTE,Y,10/12/2009
,354965,12/31/2008,06/11/2008,DISPUTANDO LAS NACIONES,N,
01/01/2004,355009,,06/16/2008,FERNANDEZ FAMILY DAYCARE,N,
01/01/2004,355011,,06/16/2008,GLORIA PANTON & VIRGEL CHAMBER,N,
10/03/2005,340486,09/29/2006,,CAFE 631,N,
02/04/2006,340948,12/31/2006,,DOEL SANTIAGO,Y,02/21/2007
02/04/2006,340949,,,LLYOD WOLF,N,
04/01/2006,341550,,02/08/2007,KULP CHIROPRACTIC CLINIC INC,N,
05/01/2006,341554,,,MORGAN ABSTRACT INC,N,
,341830,12/31/2006,12/08/2006,QUISQUEYA DELI GROCERY,Y,02/20/2010
05/22/2006,341838,,,TIMBERLINK SERVICES USA INC,N,
05/24/2006,341854,,,WEBER KRACHT & CHELLEW,N,
,341899,12/31/2006,05/25/2006,C & C CONCESSIONS,N,
01/01/2005,341948,,,J SCOTT VASKO INS AGENCY INC,N,
04/02/2006,341949,,,ANTHONY BEDEAU,N,
04/28/2006,341950,,,ETHEL CARTER,N,
04/28/2006,341951,,,KATHLEEN LIGHT,N,
04/28/2006,341952,,,MIRIAM WICKEL,N,
04/15/2006,341953,,,WILLIAM BERKHEIMER,N,
04/19/2006,341954,,,FELICIA BOURGES,N,
05/02/2006,341955,,,IRENE GOODMAN,N,
03/01/2006,341956,,05/31/2006,KRAFCZEK & KRAFCZEK LLC,N,
05/15/2006,341958,01/01/2007,05/31/2006,LOS ANTOJITOS,Y,12/03/2012
03/01/2006,341973,01/01/2007,06/01/2006,SUPER TV SALES,N,
03/17/2006,341974,,06/01/2006,GUERRERO READING METRO TAXI,N,
05/15/2006,341975,11/01/2008,06/01/2006,DOUBLE PLATINUM B ALSTON,Y,10/29/2013
02/25/2005,341990,11/21/2014,06/01/2006,LUNA BUILDERS,N,
05/15/2006,341991,,06/01/2006,ENCARNACION READING METRO TAXI,N,
10/01/2006,341994,,06/01/2006,ZENTRIX TRADING CORP,N,
05/01/2012,341995,,06/01/2006,VELAZQUEZ READING METRO TAXI,N,
04/12/2006,341996,01/01/2007,06/01/2006,J'S REMODELING,Y,01/17/2007
05/01/2005,341998,,06/01/2006,DONATELLA RICHARD,Y,01/28/2013
02/08/2006,341999,,06/01/2006,GENESIS PRIMARY CARE PC,N,
02/01/2006,342000,,06/01/2006,JOHN MANUBAY & MARAGRET POSADA,N,
05/11/2006,342002,01/01/2007,06/01/2006,THP UNIQUE LAND & HARD SCAPING,Y,12/07/2006
09/16/2013,376973,,09/16/2013,JARIEL HISPANIC RESTAURANT,N,
09/16/2013,376974,,09/16/2013,D & L SIGNS,N,
10/01/2013,377058,,,GURU SUB & GROCERY STORE,N,
10/01/2013,377002,,09/17/2013,GURU SUB & GROCERY STORE,N,
09/23/2013,377005,,09/18/2013,ELITE FUEL SERVICE,N,
08/01/2013,377008,,09/18/2013,MIGUEL CARRERA,N,
08/30/2013,377009,,09/18/2013,RAMONA RODRIGUEZ,Y,12/16/2013
09/30/2013,377015,,09/18/2013,BERKS COMMERCIAL RENOVATIONS,N,
02/08/2008,354474,,,PLEASANT VIEW BUILDERS LLC,N,
03/31/2008,355025,,06/16/2008,NEW OAK FOREST ASSOCIATION LP,N,
06/10/2008,355150,,,HILDA MALDONADO/BCCIL PAYROLL,N,
05/02/2008,355151,,,EFRAIN DIAZ/BCCIL,N,
05/18/2008,355152,,,LUZ MORALES/BCCIL,N,
05/16/2008,355153,,,BARBARA SANTANA,N,
05/29/2008,355154,,,ALDRADGE BRYANT/BCCIL,N,
06/29/2005,355202,,06/25/2008,LUIS CARPIO,N,
06/27/2008,355220,11/04/2011,06/27/2008,SANTI HARDWARE,Y,08/13/2012
04/25/2008,355402,,07/08/2008,ROOT BEER LLC,N,
03/01/1998,355405,,07/08/2008,ROBERT W WERTZ,N,
11/01/1996,355383,02/11/2014,07/08/2008,LANNY WERLEY,N,
,354435,12/31/2009,04/29/2009,13TH AND UNION SCHOOL CARNIVAL,N,
01/07/2004,96719,,11/13/2003,TAVERAS BARBER SHOP,Y,11/01/2006
11/01/2001,327194,01/01/2014,11/19/2013,CROSSRAOD POWERSPORTS,Y,11/19/2013
04/01/2003,327219,01/01/2014,11/19/2013,TAYLOR NORTHEAST INC,Y,11/19/2013
08/24/2003,327220,01/01/2005,03/22/2004,MATTHEW DWYER,Y,05/10/2013
12/01/2003,327245,10/29/2014,03/21/2005,HEMANI INC,N,
11/01/2003,327292,,01/13/2004,AUSTRA GAIGE,Y,11/27/2006
12/15/2003,327293,06/01/2004,01/13/2004,KEITH A KOCH,Y,12/06/2005
01/01/2004,327294,10/24/2009,,STROEHMANNS BAKERIES PA LLC,N,
01/07/2004,327408,01/01/2005,01/14/2004,ADVANCE PAINTING AND REMODELIN,Y,05/10/2013
08/01/2011,368022,,07/27/2011,CHRISTIAN NUNEZ,N,
07/27/2011,368030,,07/27/2011,BERNVILLE IRON WORKS,N,
08/02/2011,368072,12/12/2011,09/08/2011,ANTHONY'S VENDING,Y,08/02/2012
08/02/2011,368080,08/10/2012,09/08/2011,JOSE RAFAEL LOPEZ,Y,08/10/2012
08/02/2011,368082,,09/08/2011,AMERICA'S SOLUTION GROUP,Y,08/29/2013
08/10/2011,368092,,09/08/2011,WENSEL'S SERVICE CENTER,N,
08/15/2011,368093,,09/08/2011,L2I CONSTRUCTION LLC,N,
08/05/2011,368120,08/01/2012,09/08/2011,PERFECTION-BARAN GIRESUNUOGLU,Y,10/30/2013
08/05/2011,368125,,,AC OF SEAFOOD,N,
08/05/2011,368122,,09/08/2011,AC OF SEAFOOD,Y,02/21/2013
06/01/2011,368199,,10/04/2011,PEDRO TORRES A,N,
07/01/2011,368200,,09/09/2011,ARAMARK EDUCATIONAL SERVICES,N,
08/01/2011,368201,,09/09/2011,STRIKE ZERO INVESTMENTS,N,
05/01/2010,368206,,08/15/2011,BERKSHIRE EQUITY LLC,N,
01/01/2011,368221,,09/09/2011,MARISOL TORRES,N,
12/01/2009,368222,,09/09/2011,TMJ PROPERTIES LLC,N,
08/23/2011,368316,,10/06/2011,ACE ROOFING AND REMODELING,N,
04/01/2010,368360,,08/30/2011,MANOLO A REYNOSO,N,
09/12/2011,368433,,10/28/2011,KLINE BUILDING AND DESIGN GROU,N,
09/07/2011,368436,,10/28/2011,PR AUTO,N,
06/01/2011,368439,,10/28/2011,OMAR D SOSA,Y,05/28/2014
09/01/2011,368440,10/20/2014,10/28/2011,MY NEIGHBOR MINI MARKET,Y,11/20/2014
09/03/2011,368442,,10/28/2011,GLORIA IRIZARRY,N,
10/01/2011,368656,,10/28/2011,READING BEHAVIOR HEALTH CENTER,N,
08/15/2011,368657,,10/28/2011,WILSON TAVAREZ,N,
10/16/2011,368677,11/12/2014,09/26/2011,LA VIANDA RD,N,
09/19/2011,368683,,10/28/2011,NORM WILKINSON,N,
07/20/2011,367986,,07/26/2011,RAYTECH SECURITY LLC,N,
08/01/2011,368007,,07/26/2011,IN HOME OXYGEN & MED SUPPLIES,N,
07/01/2011,368008,,07/26/2011,DSM MUSIC PRODUCTIONS,N,
07/26/2011,368009,,09/08/2011,CHINA GAO,N,
07/26/2011,368106,,,CHINA GAO,N,
05/01/2011,368016,,09/08/2011,GREG MARTIRE,N,
02/28/2011,368018,,09/08/2011,EVELYN OVIEDO,N,
07/26/2011,368020,,09/08/2011,CARIBBEAN LANDSCAPING,N,
09/01/2011,368021,,09/08/2011,LUIS INGA & JAKELINE LEON,N,
08/01/2011,368048,,09/08/2011,CARLOS MENDEZ,N,
09/01/2011,368052,10/14/2013,09/08/2011,CUTTING EDGE BARBERSHOP,Y,10/14/2013
08/01/2011,368055,,09/08/2011,ELIDIA PAULINO,Y,02/25/2013
08/01/2011,368134,,09/08/2011,CARRILLO'S FENCE INSTALLATION,N,
08/08/2011,368135,03/20/2012,09/09/2011,MARTIN USED APPLIANCES,Y,03/04/2013
04/01/2010,368182,,08/09/2011,ROBIN SHOWALTER,N,
01/28/2011,368711,,09/29/2011,IVERIFY US INC,Y,03/06/2014
10/05/2011,368792,,10/05/2011,ALFREDO VARGAS,N,
08/01/2011,368902,,10/28/2011,PEDRO ROSARIO,N,
04/16/2010,368905,,10/14/2011,RRF LLC,N,
09/01/2011,368955,,10/19/2011,NATHAN DESCH,N,
10/19/2011,368964,03/12/2013,10/19/2011,ONE-TOUCH TRANSMISSION,Y,03/12/2013
11/07/2011,368997,,10/28/2011,VS BEVERAGES,N,
11/01/2011,369010,,10/24/2011,PENN STREET EMERALD LLC,N,
01/01/2008,369084,,10/28/2011,JJ PROPERTY MANAGEMENT CO,N,
08/01/2011,368032,,09/08/2011,JOHN VILLA,N,
10/07/2011,368752,,10/28/2011,NANCY L SMOLINSKI,N,
10/06/2011,368812,,10/28/2011,YASMILDA DOMINICAN UNISEX,Y,12/03/2012
10/01/2011,368938,,10/18/2011,H M RENOVATIONS LLC,N,
10/19/2011,368953,,10/28/2011,EDWIN TORRES,Y,02/13/2013
09/01/2011,368965,,10/28/2011,SANTOS PABON JR,N,
,369098,,10/28/2011,FABIAN LUZURIAGA,N,
08/08/2010,369137,,10/28/2011,LUZ PENA STILLMAN,N,
11/01/2011,369295,,10/28/2011,CLOTHES TREE,N,
10/31/2011,369326,,11/18/2011,LUIS M OLIVERAS,N,
06/01/2011,369327,,11/18/2011,KRISTA & RANDALL BROWN,N,
11/03/2011,369441,,11/18/2011,HIGHER LEVEL RESTAURANT/LOUNGE,N,
01/01/2011,370320,,,EL TRONCO DE LILY'S,Y,01/07/2014
01/01/2011,377922,,,EL TRONCO DE LILY'S,N,
01/01/2011,369445,,11/18/2011,EL TRONCO DE LILY'S,Y,01/08/2014
11/04/2011,369451,07/12/2012,11/18/2011,CANNON CONSTRUCTION,Y,07/12/2012
08/27/2005,337339,,09/02/2005,FAMILY DOLLAR STORE #6825,N,
01/01/2012,369515,,11/18/2011,LITZA ROSARIO,N,
11/01/2011,369517,,11/18/2011,ALMA MINGUCHA,N,
11/16/2011,369604,,11/18/2011,COUSIN'S SUBS,Y,03/05/2013
09/15/2011,369633,03/08/2014,11/16/2011,STEVEN L VARADY SR,Y,05/30/2014
11/18/2011,369634,,11/16/2011,MALLOUHI CONSTRUCTION,Y,02/20/2013
11/18/2011,369787,,11/21/2011,IP EXPRESS INC,Y,12/03/2012
07/01/2010,372324,11/24/2014,05/29/2012,FAYE KEELY,N,
05/29/2012,372318,,05/29/2012,RAMON TAVAREZ GRULLON,N,
05/11/2012,372319,,05/29/2012,JASON MARTIN D,N,
03/01/2013,373675,,,COTTON ST MINI MARKET,N,
03/01/2013,372323,,05/29/2012,COTTON ST MINI MARKET,N,
05/23/2012,372258,,05/23/2012,DE YAMASA SERVICE,N,
05/23/2012,372268,,05/23/2012,ESMERLING DIAZ,N,
06/03/2012,372276,,05/24/2012,FRANCISCO RAMOS,N,
05/14/2012,372238,,05/22/2012,PARMINDER & BALBIR RESHIWALIA,N,
01/01/2011,372243,,05/22/2012,BEANE LLC,N,
05/03/2012,372244,11/10/2014,05/22/2012,C&J ALL IN ONE FINANCIAL SERV,N,
07/01/2011,372245,10/11/2012,05/22/2012,ANGEL TORRES,Y,10/11/2012
05/22/2012,372247,,05/22/2012,BONDARENKO ANATOLY,N,
05/14/2012,372158,,05/15/2012,LIDIA GRULLON,N,
01/01/2012,372226,,05/18/2012,FRANTZ L M JOSEPH,N,
05/01/2012,372152,,05/15/2012,ONE OF A KIND GROCERY STORE,N,
05/15/2012,372230,,,THE PERK UP TRUCK,N,
05/15/2012,372154,,05/15/2012,THE PERK UP TRUCK,N,
10/11/2011,372156,,05/15/2012,LIONS GATE SHUTTLE INC,N,
05/15/2012,372227,,05/18/2012,VETERAN CONSTRUCTION & UTILITY,Y,08/05/2013
07/23/2010,364699,,04/13/2011,J & J CONSTRUCTION,N,
09/02/2010,365135,,09/02/2010,TIMOTHY & BONITA SCHANTZENBACH,N,
03/12/2010,365136,10/01/2013,09/02/2010,POPLAR SOLUTIONS,N,
04/01/2010,365163,,,MCCONWAY & TORLEY LLC,N,
04/29/2010,365166,,09/03/2010,TOM MASANO PREMIUM IMPORTS INC,N,
01/01/2010,365167,,,ACRISURE IP 3 LLC,N,
08/06/2008,356046,12/31/2009,08/08/2008,A & A CONTRACTING INC,Y,12/31/2009
08/01/2008,356048,,08/08/2008,MASCO BULDER SERVICES,Y,10/25/2013
06/13/2005,356156,11/09/2011,,WHITEWALL DESIGN & ILLUST INC,N,
06/01/2008,356192,,08/15/2008,NEW CASTLE LAWN & LANDSCP INC,N,
01/14/2008,356193,12/31/2009,08/15/2008,JOSEPH STONG INC,N,
08/01/2008,356197,,08/15/2008,INTERVID INC,N,
01/01/2005,356126,,08/20/2008,JOSE A HERNANDEZ,N,
04/01/2008,356008,01/01/2009,08/20/2008,JEFFREY MULL,Y,10/09/2009
07/29/2008,356036,,08/20/2008,KRYSTYNA KOWALCZYK,N,
01/01/2007,356049,,08/20/2008,RAMON URENA,N,
08/22/2008,356267,08/20/2008,08/20/2008,SABOR LATINO,Y,10/29/2010
08/14/2008,356157,08/14/2008,,NATIONAL SECOND HAND & VARIETY,Y,09/15/2008
07/01/2008,356151,,01/27/2010,VILMA RODRIGUEZ,N,
06/16/2008,356181,,08/20/2008,CARIDAD REYES,N,
07/01/2008,356221,,08/20/2008,JOSE PEREZ,N,
02/23/2007,356234,12/20/2012,,JOSE H PENA,Y,12/20/2012
01/01/2008,356268,01/01/2009,08/20/2008,JOSE GRULLART URENA,N,
02/09/2007,356277,01/01/2009,08/20/2008,DONALDO & MARTA LAFAURIE,N,
08/01/2008,356280,01/01/2009,08/20/2008,SONIA M OSORIO,N,
06/01/2008,356288,09/30/2013,08/20/2008,JUAN MINGUCHA,N,
08/15/2008,356292,,08/20/2008,ANA LUGO,N,
02/01/2007,356293,12/31/2008,08/20/2008,HEARTWOOD REALTY/MARK SAYDAH,N,
08/08/2008,356295,12/31/2008,08/20/2008,YOUNG CLEANING SERVICE,Y,12/31/2008
01/01/2007,356298,,08/20/2008,RICHARD J FURCH,N,
08/01/2008,355881,,08/05/2008,DALE ROBBINS,N,
10/29/2010,365589,,12/19/2012,CONIFER REVENUE CYCLE SOLUTION,N,
01/01/2010,365655,09/30/2012,10/25/2010,LORI KNOCKSTEAD,Y,05/01/2013
11/01/2010,365656,,10/25/2010,VZ NORTH RETAIN LLC,N,
10/15/2010,365680,,10/27/2010,MARYS SHELTER,N,
10/22/2010,365754,,,SIGRID STILL,N,
10/22/2010,365755,,,NESTOR TORRES,N,
10/22/2010,365756,,,ELISA VARONA,N,
10/22/2010,365757,,,EDNA DIAZ MERCADO,N,
10/22/2010,365758,,,AURORA LOPEZ,N,
10/25/2010,365759,,,LUZ MARTINEZ,N,
10/22/2010,365760,,,EDDIE NIEVES,N,
10/22/2010,365761,,,LEILA SOTO MONTANO,N,
10/22/2010,365762,,,DANIEL SORIANO,N,
10/22/2010,365763,,,SAMUEL TORO,N,
11/14/2010,365766,11/17/2014,01/18/2011,ALG INVESTMENTS LLC,Y,11/17/2014
11/18/2010,365790,11/14/2011,11/17/2010,AMERICAN CASH TRADERS,Y,06/06/2013
11/01/2010,365812,,11/19/2010,BETH GORDON,N,
12/29/2010,365845,09/24/2012,11/29/2010,MONTANEZ NORMA I,Y,09/24/2012
11/01/2009,365846,,12/08/2010,DANNY RODRIGUEZ ABREU,N,
12/07/2010,365870,01/13/2012,12/03/2010,YOUR STYLE BEAUTIQUE,Y,01/13/2012
12/02/2010,365873,,12/06/2010,VYSOTSKIY VITALIY,N,
12/06/2010,365874,,12/06/2010,ELEGUA FABRIC FINE ARTS,N,
07/15/2010,365875,,12/06/2010,DEGIDEO JAMES,N,
11/16/2010,365793,11/13/2013,12/06/2010,SAN MIGUEL DELI GROCERY,Y,11/13/2013
,350092,12/31/2007,07/03/2007,OLD SAN JUAN CAFE,N,
,A3201500,,01/06/2006,GOOD DEAL UNI MART,N,
,341867,12/31/2006,12/08/2006,INTERNATIONAL DELI #1,N,
,A2001000,,01/05/2006,ABE'S SALOON,N,
04/01/2001,336588,01/01/2006,08/02/2005,MICHAEL & PAMELA BARR,Y,11/15/2006
09/01/2005,336594,12/31/2006,08/02/2005,RICKY L JONES,Y,04/05/2007
08/01/2005,336598,,08/02/2005,SAMUEL DELA CRUZ,N,
08/06/2005,336600,,08/02/2005,2XIST HOMES,N,
07/07/2005,336603,08/03/2012,08/02/2005,645 PENN LLC,Y,08/03/2012
05/01/2005,336606,,08/02/2005,HECTOR A DIAZ,Y,11/30/2012
07/15/2005,336610,,08/02/2005,VIRGILIO & MILEDY DIAZ,N,
07/15/2005,336613,01/01/2006,08/02/2005,CARLOS BRITO,Y,11/30/2012
01/01/2005,336615,07/31/2008,08/02/2005,DOUGLAS & HELEN DIDYOUNG,Y,10/28/2013
06/15/2005,336617,11/03/2014,08/02/2005,CAROLYN WEAVER,Y,11/03/2014
01/01/2002,336620,12/31/2006,08/02/2005,RUTH GUYAH NURSING AIDE,Y,09/17/2008
07/01/2005,336621,11/03/2009,08/02/2005,JOYFUL MARKET INC,N,
09/03/2005,336624,01/01/2006,08/02/2005,PAM'S ENDEAVORS,Y,09/22/2008
08/01/2005,58203340,12/31/2006,01/01/1991,HUNAN CHINESE RESTAURANT,Y,09/01/2008
08/01/2005,336633,,08/02/2005,HUNAN CHINESE RESTAURANT,Y,02/27/2014
07/20/2005,336635,,08/02/2005,DOMINGO CONSTRUCTION,N,
07/15/2005,336636,,08/02/2005,PARAMOUNT INDEPT LIVING AIDS I,N,
08/01/2005,336639,06/30/2006,08/02/2005,BABIES N MOTION CHILDCARE CTR,Y,01/17/2007
,A2604500,12/31/2006,01/05/2006,PARISH GUILD OF ST ST CYRIL'S,Y,04/07/2006
07/27/2005,337145,01/01/2006,08/19/2005,SABOR DOMINICANO,Y,10/24/2006
03/03/2005,337146,08/04/2006,08/19/2005,MELANIE L DEGLER,Y,01/17/2007
07/01/2005,336641,11/04/2011,08/03/2005,ROSIE'S SANDWICH SHOP,Y,10/28/2013
07/15/2005,336648,01/01/2006,08/03/2005,BUBBA'S KITCHEN,Y,12/07/2006
07/23/2005,336650,12/31/2006,08/03/2005,OLD SAN JUAN CAFE,Y,08/07/2012
07/15/2005,336651,01/01/2006,08/03/2005,THAI CUISINE,Y,11/15/2006
06/06/2006,336653,,08/03/2005,READING PLAZA FOOD CORP,N,
08/01/2005,336654,08/01/2005,08/03/2005,B & C TAKE OUT FOOD,Y,08/23/2006
07/15/2005,336655,01/01/2006,08/03/2005,ANGEL BARBER SHOP,Y,11/30/2012
07/15/2005,336658,01/01/2006,08/03/2005,MAZOLINI PROFESSIONAL PAINTING,Y,10/16/2006
07/07/2004,336660,01/25/2013,08/03/2005,GLORAY IF LLC,Y,01/25/2013
08/15/2005,A1402000,12/31/2005,01/01/1997,PROGRESO GROCERY STORE,Y,11/30/2006
08/15/2005,336668,,08/03/2005,PROGRESO GROCERY STORE,N,
09/30/2005,336669,05/08/2013,08/03/2005,4TH ST GROCERY,Y,05/08/2013
09/30/2005,A1602050,12/31/2006,01/05/2006,4TH ST GROCERY,Y,07/27/2011
10/08/2004,336671,,08/03/2005,JAKE'S CAR WASH INC,N,
10/01/2005,336672,,08/03/2005,SYDIA'S HAIR SALON & BOUTIQUE,N,
08/02/2005,336676,05/13/2009,08/03/2005,CORNIEL MANAGEMENT CORP,Y,05/13/2009
08/15/2005,A2600620,12/31/1996,01/01/1991,KING CROWN FRIED CHICKEN,Y,09/12/2006
08/15/2005,336679,12/31/2006,08/03/2005,KING CROWN FRIED CHICKEN,Y,04/05/2007
08/10/2005,336959,,,LSI FINANCIAL COMPANY,N,
04/28/2005,337183,,,RITE AID HDQTRS CORP,N,
01/01/2004,337187,01/01/2006,08/22/2005,JORGE GONZALEZ,Y,08/22/2005
07/03/2006,337188,,08/22/2005,CESAR & LUZ M FERNANDEZ,N,
08/10/2005,337189,05/08/2013,08/22/2005,KEYS MANAGEMENT GROUP LLC,Y,05/08/2013
10/01/2000,337190,12/31/2005,08/22/2005,BRET FEINAUER,Y,11/15/2006
10/01/2004,337191,,08/22/2005,KS & S PROERTIES,N,
09/01/2005,337192,01/01/2006,08/22/2005,327 ENTERPRISES LLC,N,
09/17/2005,337193,01/20/2012,08/22/2005,ELIZABETH IRWIN,Y,01/20/2012
08/17/2005,337194,,08/22/2005,MARY SHARON MCGINLEY,N,
08/18/2005,337195,10/10/2011,08/22/2005,GLENDYE'S BELLY BUSTER SUBS,Y,10/10/2011
08/16/2005,337196,12/31/2006,08/22/2005,PRISCILLA GROCERY,Y,10/28/2013
05/01/2005,337197,,08/22/2005,CENTRE PARK HISTORIC DISTRICT,N,
02/01/2005,337198,07/31/2007,08/22/2005,JMB MART INC,Y,12/14/2007
02/01/2005,350565,,,JMB MART INC,Y,09/30/2007
02/01/2005,19421010,12/31/2006,01/01/1994,JMB MART INC,Y,09/30/2007
02/01/2005,337199,07/31/2007,08/22/2005,JMB MART INC,Y,12/14/2007
09/01/2005,337206,01/01/2006,08/22/2005,QUAKER MECHANICAL INC,Y,10/23/2007
01/01/2001,340490,,02/20/2008,STERIS CORP,N,
03/22/2006,340620,,,DATA TRACE,N,
,340883,12/31/2006,12/12/2006,BRAVO-DECARLO MARKET,Y,12/31/2007
,340886,,09/13/2007,CARVEL ICE CREAM,N,
05/06/2005,340936,,,SPHERION ATLANTIC WORKFORCE LL,N,
03/27/2006,340937,,,UNITED SLEEP PRODUCTS,N,
02/28/2006,340938,,,BANC OF AMERICA CARD SRV CORP,N,
03/17/2006,340939,,,YVONNE SHERIFF,N,
02/25/2006,340940,,,CANDITA PEREZ,N,
02/25/2006,340941,,,MARIA DIAZ DE CORTEZ,N,
01/17/2006,340945,,,VIRGINIA KETTEER,N,
01/13/2006,340946,,,ROSE KIMBLE,N,
,341029,12/31/2006,12/08/2006,BON JODI'S CAFE,Y,08/31/2007
,341168,12/31/2008,04/11/2006,GUMERSINDO ROCHA GROCERY,Y,12/31/2008
,341396,,05/12/2006,READING PLAZA FOOD CORP,N,
,341420,12/31/2008,04/20/2006,HOBO ED'S EXPRESSO,Y,02/19/2014
04/26/2006,341497,,,A-1 ABSTRACT,N,
05/01/2006,341624,04/10/2007,08/01/2006,TONY DELY GROCERY,Y,09/19/2008
05/01/2006,343926,12/31/2006,08/17/2006,TONY DELY GROCERY,Y,08/31/2007
,341625,12/31/2006,12/08/2006,ELUPINA COLDERO,Y,05/31/2007
,348473,12/31/2007,07/03/2007,ELUPINA COLDERO,Y,07/01/2007
01/03/2005,336543,,08/01/2005,SARGENT'S COURT REPORTING SRVS,N,
06/01/2005,336546,01/01/2006,08/01/2005,CREATIVE ENDEAVORS,Y,08/29/2012
01/01/2004,336559,01/01/2006,08/01/2005,MARIA ACOSTA & ALEJANDRO COLLA,Y,04/30/2008
,336614,07/01/2007,06/22/2007,STEIN PATRICIA,N,
08/04/2005,336757,,,NORTH AMERICAN ABSTRACT COMP,N,
08/04/2005,336758,,,SILK ABSTRACT COMPANY,N,
08/04/2005,336780,,,HOME LOAN & INVESTMENT,N,
,A3602010,12/31/2006,01/01/2004,ANELKY GROCERY STORE,Y,03/06/2007
08/08/2005,336891,,,LAWRENCE SETTLEMENT SERVICES,N,
09/23/2005,336968,01/01/2006,08/10/2005,BLACK DIAMOND PHOTOGRAPHY,Y,08/15/2012
08/13/2005,336969,01/01/2006,08/10/2005,FOUNTAINHEAD BOOKS & GIFTS,Y,02/03/2010
08/09/2005,336970,11/09/2011,08/10/2005,SECOND GEAR,N,
,25802000,12/31/2006,01/05/2006,LA ANTILLANA,Y,12/10/2013
09/17/2005,338535,12/31/2006,11/23/2005,HECTOR & MARIA ZELIDON,Y,08/06/2007
08/11/2005,337011,,,VALUAMERICA,N,
,521,12/31/2005,08/16/2005,PAT AND PAM'S ENDEAVORS,Y,12/31/2005
,522,12/31/2005,08/16/2005,PAT AND PAM'S ENDEAVORS,Y,12/31/2005
08/26/2005,337177,,,CNH AMERICA LLC,N,
12/17/2004,330757,,01/10/2005,UNIVERSAL BEAUTY SUPPLY,N,
12/14/2004,330758,06/01/2009,01/10/2005,KOREJWO PROPERTIES LLC,Y,02/01/2010
01/01/2004,330760,,01/10/2005,TROY & KATHLEEN GREISS,N,
12/11/2004,330761,,01/10/2005,RAYMOND JACKOVITZ,N,
02/01/2004,330762,12/31/2007,01/10/2005,TAMALA A DRESH,Y,06/08/2011
01/05/2004,330763,,01/10/2005,KEYSTONE ONCOLOGY ASSOCIATES,Y,10/21/2013
01/15/2005,330764,,01/10/2005,ALBERTO LOPEZ,N,
01/15/2005,65012520,12/31/2005,01/01/2005,ALBERTO LOPEZ,Y,06/01/2006
07/01/2004,330765,,01/10/2005,TRINITY TAI CHI CHUAN,N,
07/08/2004,330766,,01/10/2005,GML INVESTMENTS LLC,N,
12/01/2004,330767,01/01/2006,01/10/2005,FERNANDO M CASTILLO LOYO,N,
04/07/2004,330768,08/01/2011,01/10/2005,GOMEZ FOOD MARKET INC,N,
04/07/2004,20409000,12/31/2006,01/01/2001,GOMEZ FOOD MARKET INC,Y,12/09/2011
01/13/2005,327270,,,"SOUTHAMPTON ABSTRACT, INC",N,
08/04/1999,330782,,01/14/2005,DE LANGE LANDEN OPERT SERV LLC,N,
06/01/2004,330783,01/01/2006,01/14/2005,RANSON CONSTRUCTION,Y,11/28/2012
10/01/2004,330789,,,MARTIN COSTE,Y,08/28/2006
10/01/2004,330790,,,JOSEPH DENNIS,Y,08/28/2006
11/13/2004,330792,,,JOSEFA HERNANDEZ,Y,11/19/2013
11/22/2004,330793,,,MANUEL JUAREZ,Y,10/24/2006
10/12/2004,330794,,,JAMES KISSINGER,Y,11/19/2013
11/04/2004,330795,,,ARLENE LACEY,Y,08/28/2006
10/01/2004,330791,,,EUGENIA FELICIANO,Y,11/19/2013
10/01/2004,330796,,,RAFAEL NIEVES,Y,04/02/2009
10/13/2004,330797,,,IRENE RUFF,Y,11/19/2013
11/19/2004,330798,,,MARY RUSZKIEWICZ,Y,11/19/2013
11/30/2004,330799,,,LEROY DEPPEN SR,Y,08/28/2006
